CreditSum;age;OrgStanding_N;kolichestvo_detej_mladshe_18;ConfirmedMonthlyIncome (Target)
461250.00;37;1.42;0;33956.23
107500.00;23;3.08;0;44361.82
611000.00;34;12.00;1;33311.10
200000.00;36;8.83;1;23206.56
375694.00;31;12.00;2;38353.00
393750.00;35;12.50;2;45125.00
700000.00;31;4.00;2;20415.46
600000.00;28;1.50;0;35572.82
450000.00;28;5.00;2;43711.07
105000.00;49;17.00;0;26354.06
376250.00;23;1.17;0;44711.73
564132.00;54;0.67;0;33625.47
99975.00;32;3.00;3;31409.83
650000.00;51;2.00;0;18105.50
239007.00;42;6.00;1;36895.60
584335.40;37;1.00;1;31927.98
537500.00;28;1.08;0;61135.01
500000.00;53;0.92;0;30280.38
472500.00;32;1.75;1;34470.00
550000.00;33;4.67;1;69600.00
150000.00;31;6.83;2;140360.00
394819.00;36;2.00;0;23651.67
822500.00;39;0.67;0;38225.81
146875.00;42;26.33;1;17148.17
587500.00;51;24.00;0;22689.01
120000.00;33;10.00;0;42629.69
881250.00;42;7.00;1;48924.82
351450.00;30;8.83;0;61748.98
500000.00;37;10.00;2;37691.30
404995.00;53;14.00;0;31104.48
600000.00;29;7.00;0;27023.68
562500.00;47;2.00;0;40020.00
1500000.00;46;10.58;1;23682.52
562500.00;32;1.08;2;40155.06
225000.00;44;12.17;2;25259.50
800000.00;34;3.00;0;33682.15
452399.43;28;2.08;0;54043.38
102500.00;54;26.00;0;17070.05
835032.62;46;10.00;0;48582.91
955807.54;46;0.83;2;45856.25
540000.00;27;2.17;0;40577.26
419250.00;41;3.25;2;45240.89
350944.00;49;9.75;0;27517.73
630000.00;35;11.58;2;81470.57
234569.02;34;1.25;2;43712.85
399309.00;53;1.25;0;34940.24
150000.00;33;1.58;2;51575.78
50000.00;23;0.92;0;22543.09
220000.00;34;3.25;1;26845.38
562500.00;29;4.83;2;52564.00
30000.00;28;4.00;0;27593.88
290000.00;31;8.58;1;49738.13
370000.00;28;5.00;0;19174.25
760000.00;37;5.00;1;38736.56
750000.00;52;30.00;0;34428.26
113569.00;45;2.00;0;35530.84
1151500.00;35;14.17;1;34244.93
172000.00;39;9.00;2;45299.02
100000.00;51;30.00;0;24950.00
407000.00;29;7.00;1;46395.32
163884.00;52;4.00;0;34219.06
453000.00;33;3.50;2;36478.35
53750.00;33;7.00;1;13567.07
500000.00;46;6.42;0;73235.00
164475.00;53;5.42;0;22588.94
562500.00;59;10.00;0;32403.76
260000.00;54;14.00;0;18410.99
225000.00;56;5.17;0;10005.00
500000.00;53;5.92;0;24759.49
106523.00;28;0.58;2;33524.85
393750.00;35;2.25;2;75932.35
843750.00;55;4.67;1;33638.55
654334.14;36;5.58;2;56028.00
337500.00;24;1.58;0;40397.00
400000.00;57;8.50;0;31632.08
215000.00;30;0.75;1;34800.00
30750.00;22;1.42;0;27126.96
562500.00;52;17.50;0;13939.07
500000.00;30;6.50;1;41598.06
100000.00;35;7.00;2;25299.08
200000.00;59;6.00;0;27392.26
604950.00;55;35.00;0;34945.25
675000.00;48;27.33;0;48912.78
300000.00;42;1.00;0;29712.38
330000.00;29;2.17;0;23585.32
1125000.00;37;1.42;1;46542.33
168750.00;38;0.50;1;15660.00
600000.00;53;28.00;0;26137.50
200000.00;37;10.42;1;39098.90
123750.00;34;1.17;2;17116.36
250000.00;41;12.00;2;108478.64
94500.00;29;5.17;1;42511.36
562500.00;27;4.92;2;138000.00
150000.00;27;6.00;0;37631.61
506250.00;27;4.00;0;28293.44
646250.00;45;2.17;2;19662.00
64012.00;57;3.00;0;47643.30
1175000.00;32;9.00;0;42558.13
811925.00;31;7.00;2;57778.05
123750.00;25;4.17;1;32767.17
215000.00;28;3.00;0;29195.55
400000.00;55;8.33;0;93090.00
562500.00;21;0.67;0;44835.61
105998.00;48;7.00;1;14208.11
500000.00;55;10.58;0;23566.76
300000.00;30;6.00;0;40888.33
230800.00;46;3.00;0;24809.21
410000.00;23;0.75;0;24050.19
168000.00;39;20.25;0;34025.76
446400.00;37;4.50;1;28971.53
473498.00;48;28.00;0;34725.31
355000.00;39;1.08;3;57893.48
53498.00;51;5.00;0;19257.35
500000.00;44;26.25;1;24133.92
295900.00;49;4.00;0;17338.01
250000.00;32;0.50;2;23490.00
54436.00;35;6.00;0;26079.05
500000.00;30;9.00;0;32530.49
1057500.00;32;7.67;1;34667.00
660000.00;30;1.17;0;59765.03
204480.50;22;2.17;0;14123.98
600000.00;34;11.00;2;42298.70
374000.00;59;10.50;0;28409.39
200000.00;32;2.00;2;40162.42
622000.00;50;4.33;0;38742.55
400000.00;39;12.00;3;34640.50
400000.00;60;20.08;0;17536.31
599498.00;38;12.00;0;40347.20
393750.00;52;2.00;0;30476.35
250000.00;54;29.42;0;20604.71
250000.00;47;11.00;1;40766.10
503171.38;50;30.67;1;18819.76
951083.96;36;7.08;1;54151.11
200000.00;24;0.83;0;50271.56
240875.00;29;5.00;2;26884.93
139750.00;29;7.42;2;41926.48
200000.00;51;5.92;0;28618.50
500000.00;47;3.25;1;41211.65
107500.00;30;0.83;2;37764.77
500000.00;34;3.17;3;45016.00
700000.00;42;2.00;2;47496.22
237801.46;35;4.00;0;23374.09
500000.00;25;3.83;0;37000.92
470000.00;35;8.00;2;28184.06
109059.00;31;9.00;1;32428.81
625727.98;34;14.00;1;54308.18
270000.00;55;1.50;0;11711.10
453882.00;46;29.00;1;21450.71
164475.00;28;9.00;1;48148.46
550000.00;32;10.00;2;73908.92
209613.00;63;9.00;0;28102.21
500000.00;23;1.67;0;84725.00
451688.00;44;4.00;0;33291.15
1500000.00;45;3.50;1;199559.79
60000.00;31;8.58;2;40401.64
340000.00;25;5.00;0;23461.32
250000.00;38;9.00;2;40310.27
650000.00;45;22.00;0;30080.42
1000000.00;32;0.58;2;71283.82
345000.00;58;7.33;0;28453.48
342858.00;22;3.00;0;14955.20
62250.00;28;5.00;1;31737.00
104600.00;37;13.00;2;70225.50
200000.00;34;10.50;2;23519.15
600000.00;40;12.00;2;8589.83
126000.00;44;1.83;0;24888.17
506250.00;23;0.50;0;23593.81
1125000.00;36;1.08;2;141113.26
107500.00;44;15.00;1;24688.15
645000.00;33;3.25;1;43166.67
182750.00;25;0.58;0;22099.74
562500.00;41;22.00;0;54987.59
501450.00;52;4.00;1;29213.67
805475.27;59;26.00;0;18711.55
337500.00;40;17.33;2;25989.29
136500.00;30;4.00;0;32190.00
562500.00;30;7.00;2;40184.94
646022.00;55;6.00;0;55552.97
650000.00;48;25.00;0;11949.22
150000.00;32;6.50;1;33783.50
729153.64;62;0.50;0;23854.25
512000.00;36;14.33;0;29275.45
215000.00;28;0.50;2;26947.02
250000.00;53;32.00;0;34279.16
31000.00;51;6.83;0;45171.01
509450.00;29;3.00;2;41048.28
300000.00;52;22.00;0;27941.75
50000.00;47;7.00;0;26162.94
505000.00;30;1.17;0;33870.95
555000.00;28;8.00;2;45238.20
750000.00;32;5.00;1;37319.00
675000.00;33;5.00;0;39377.00
100000.00;49;3.00;1;36518.43
200000.00;52;19.83;0;33589.52
500000.00;42;6.83;2;37235.75
1000000.00;35;7.08;0;84337.56
744750.00;29;2.33;0;37308.50
660000.00;56;8.00;0;96135.00
1125000.00;39;5.58;3;169949.06
500000.00;39;19.00;2;26629.16
103000.00;39;1.58;0;32852.36
400000.00;53;10.42;1;6090.00
500000.00;58;19.42;0;43981.95
705000.00;57;12.25;1;34800.00
120000.00;48;28.00;0;24149.08
500000.00;29;1.33;0;131020.05
732319.00;32;7.00;0;50888.18
159375.00;62;0.83;0;7780.98
300000.00;28;4.92;1;56233.96
675000.00;41;19.17;1;37337.22
731329.48;51;11.00;0;24274.20
105000.00;31;0.67;1;38565.56
300000.00;25;2.25;2;61427.53
705000.00;28;7.00;1;24833.15
300000.00;36;15.00;3;54319.53
584500.00;39;4.00;0;33734.31
53750.00;26;0.67;0;12295.68
337500.00;34;10.00;2;37083.34
408000.00;62;35.50;0;20770.83
225000.00;46;19.33;0;37031.00
456000.00;35;2.00;1;30391.95
100000.00;52;17.00;1;20000.00
195020.74;55;2.67;2;40296.28
322500.00;34;5.00;0;36067.08
73500.00;61;15.00;0;11393.42
107500.00;53;9.00;0;35168.54
695000.00;31;12.00;1;34751.87
268750.00;36;6.00;3;42181.70
322500.00;36;17.00;2;23065.37
50000.00;30;12.17;1;42436.81
1000000.00;49;8.00;1;76421.93
75250.00;32;2.67;1;23978.82
160000.00;54;8.75;0;8742.00
700000.00;26;0.92;0;49783.34
51250.00;21;1.75;0;44612.07
650000.00;53;9.00;0;22229.62
622298.03;48;1.08;0;40000.00
100000.00;53;3.75;0;66990.00
140377.54;60;0.58;0;8462.95
247900.82;36;15.00;2;38006.21
650000.00;38;8.33;1;42283.78
506250.00;41;4.08;0;56939.70
576000.00;22;0.75;0;33131.35
452250.00;30;1.08;0;26491.50
612000.00;34;3.00;2;58154.25
472500.00;33;4.00;0;102600.62
600041.88;33;5.00;1;27391.15
300000.00;39;3.83;0;33706.16
465797.93;24;1.50;0;29905.47
179356.16;44;9.00;0;11482.71
714375.00;28;2.00;0;39200.67
1000000.00;31;10.00;2;57426.54
197400.00;59;11.00;0;78300.00
1175000.00;38;6.00;0;67178.17
92250.00;26;4.58;0;22858.68
276979.42;55;2.00;0;30250.00
320000.00;23;1.42;0;24370.11
228572.00;37;4.08;0;30397.69
136843.00;44;7.00;1;41415.98
300000.00;57;36.92;0;32619.48
800000.00;32;1.42;2;31250.74
295625.00;43;1.08;0;66538.92
500000.00;30;3.25;1;59500.68
300000.00;43;0.58;1;34814.84
169683.91;58;8.00;0;28783.88
500000.00;28;0.75;1;65156.24
390000.00;59;4.17;0;7687.72
499875.00;47;9.00;1;121418.62
498278.00;39;0.58;1;24749.16
500000.00;43;7.00;0;25252.51
120000.00;40;2.00;0;27667.89
506250.00;28;5.92;0;50731.75
450000.00;59;25.00;0;28963.66
342858.00;27;1.83;1;21415.50
108626.00;42;0.25;1;23133.74
646000.00;57;3.58;0;26509.90
600000.00;31;6.00;0;48836.71
140000.00;55;28.00;0;18987.97
562500.00;57;35.00;0;64711.33
1000000.00;44;14.83;0;33026.50
300000.00;24;0.92;0;30453.51
652500.00;29;6.00;2;96896.02
500000.00;24;2.25;0;34742.00
546375.00;45;12.00;0;27085.95
252499.00;23;1.50;0;23758.04
393750.00;38;4.25;2;37000.00
705000.00;39;2.50;2;13905.86
500000.00;26;3.67;0;50352.98
500000.00;33;14.00;1;54709.93
506250.00;30;3.17;1;24293.87
100000.00;45;7.17;0;29449.76
268750.00;50;12.00;0;32701.03
731250.00;30;9.00;2;63928.00
720000.00;39;1.67;2;55259.22
600000.00;27;1.75;0;59092.70
250000.00;31;0.67;1;56908.12
329220.54;32;2.00;0;9045.21
250000.00;53;10.58;0;53070.00
1000000.00;57;12.50;0;76801.66
423200.00;36;4.50;2;17297.34
400000.00;24;4.25;1;17696.37
483750.00;33;12.00;2;49836.31
483750.00;46;8.00;0;49262.15
500000.00;36;5.00;1;27002.02
63425.00;52;29.50;0;28085.79
52855.00;47;2.33;0;16043.11
105000.00;54;6.00;0;26819.27
500000.00;37;0.33;2;28898.06
500000.00;33;3.00;1;54873.52
780000.00;32;9.00;1;49709.75
500000.00;35;0.50;1;38431.00
589000.00;49;28.00;0;43340.12
618750.00;26;6.17;1;50310.83
290250.00;28;1.08;1;75363.81
230000.00;45;7.00;1;74575.10
408000.00;28;0.58;0;32085.49
281250.00;46;19.92;1;45621.02
421000.00;29;8.00;1;60715.01
268750.00;58;30.00;0;21189.79
433197.22;27;3.92;0;33056.71
515249.76;57;3.25;0;13859.52
458000.00;50;0.33;0;22343.42
508188.00;29;2.75;2;26406.30
281250.00;23;3.67;0;23539.35
94500.00;30;3.42;0;24742.00
480000.00;56;23.00;0;33235.93
300000.00;21;0.92;0;52600.90
50000.00;31;0.83;1;21173.75
738000.00;43;7.08;2;87870.00
650000.00;53;1.17;0;35227.07
555188.00;48;31.00;0;41462.99
614955.39;40;3.83;1;160993.73
297847.60;26;3.67;0;35954.56
210000.00;52;15.00;0;19680.46
800000.00;49;3.00;1;65290.49
73000.00;37;1.00;1;14478.68
109059.00;26;2.00;0;42472.14
200000.00;22;0.75;0;26221.04
1048146.54;26;0.75;0;34273.04
137255.25;25;5.25;0;33968.85
70000.00;33;0.67;0;19245.03
143716.00;46;21.00;1;32454.16
506250.00;24;5.25;0;19790.01
105000.00;32;2.67;2;73800.80
119449.37;30;4.00;1;15079.31
900000.00;52;4.75;0;111676.80
736200.00;50;3.00;1;24082.42
514200.00;26;4.33;1;31030.56
322500.00;23;0.67;0;40254.41
115763.00;21;0.67;0;28676.45
164250.00;31;1.58;0;39150.00
500000.00;45;4.08;0;18540.51
550000.00;25;2.58;0;21860.63
506250.00;34;1.17;0;43000.00
565853.00;38;3.00;2;32108.64
675000.00;41;5.50;0;40118.51
705000.00;38;20.00;2;68800.98
168750.00;57;0.92;0;13788.64
800000.00;35;7.67;2;35941.09
599000.00;37;6.42;2;56637.00
706704.00;34;1.00;2;33147.00
503000.00;45;1.00;0;37484.91
102980.00;27;0.67;1;25914.43
496000.00;50;7.00;0;26500.35
500000.00;37;6.08;1;51224.04
100000.00;34;6.00;1;24184.48
870000.00;37;16.67;0;31579.45
125000.00;35;6.58;1;64960.00
791430.00;59;39.00;0;34358.65
195050.00;48;4.00;0;38485.00
100000.00;23;1.25;0;41704.70
208720.04;55;5.00;0;17069.87
332479.64;35;16.00;1;21773.99
50000.00;34;6.17;1;42130.25
999999.00;55;10.00;1;57124.12
31000.00;30;4.58;1;30985.72
162163.00;36;16.00;0;25300.52
50000.00;23;3.50;0;27740.86
702410.14;39;3.25;1;31503.80
197779.48;47;2.08;1;36126.10
174634.00;28;8.00;1;30596.02
500000.00;21;1.92;0;22833.19
270858.00;31;9.00;1;50288.69
500000.00;34;10.00;0;46842.13
200000.00;38;0.67;0;67625.52
800000.00;25;2.50;0;39161.28
500000.00;44;8.33;0;32614.00
299978.00;53;3.00;0;21964.89
499375.00;45;0.83;0;14760.00
550000.00;51;7.00;0;50538.52
600000.00;49;4.83;0;24415.65
700000.00;55;6.17;0;48654.70
550000.00;33;9.50;2;21744.49
800000.00;37;11.25;0;99806.09
126000.00;47;15.50;0;32660.97
474045.00;51;2.75;0;23427.12
505250.00;41;6.83;0;24159.21
500000.00;25;4.08;1;57939.64
500000.00;60;36.00;0;29039.61
490148.00;61;19.25;0;24052.06
247500.00;29;2.50;0;29378.03
200000.00;38;9.00;0;30893.33
900000.00;42;0.50;0;46630.55
238892.00;27;5.25;0;30921.33
393750.00;39;9.00;3;35806.84
606045.00;23;0.33;0;42938.80
587500.00;26;2.50;0;30671.00
230000.00;24;0.50;0;40578.00
477586.08;56;32.92;0;7498.49
562500.00;50;1.00;1;35981.66
430858.00;24;3.00;0;29916.63
317100.00;38;16.58;2;49730.33
161250.00;51;6.42;0;23154.63
500000.00;53;16.50;0;25557.52
578194.00;46;19.00;2;50822.93
470000.00;60;11.00;0;35627.88
500000.00;56;2.50;0;20192.60
235000.00;37;17.17;0;24070.19
600000.00;53;35.00;0;30754.22
500000.00;51;14.00;0;26767.07
562500.00;46;19.92;2;22771.96
417400.00;34;2.00;1;63764.50
700000.00;45;16.92;0;34830.29
360000.00;29;10.00;2;41061.39
770000.00;33;9.50;0;52458.17
210483.48;30;6.50;3;31719.40
105000.00;27;4.00;0;29373.40
162749.00;21;0.58;0;19469.58
350000.00;40;13.00;1;12066.32
352500.00;25;2.00;0;28409.50
517000.00;25;1.33;0;45685.92
262119.53;52;32.00;0;49567.68
705000.00;49;17.00;0;27528.40
635400.00;38;7.00;2;77647.50
509625.00;24;1.50;0;43500.00
161250.00;52;18.00;1;22757.43
52500.00;22;2.50;0;25711.34
168750.00;45;10.67;0;26080.57
200000.00;28;5.50;0;19499.08
300000.00;43;24.00;0;30170.82
500000.00;53;2.00;0;25492.49
600000.00;23;1.25;0;39816.67
629482.52;52;21.17;0;19646.10
530250.00;49;29.00;0;112367.00
450000.00;24;2.42;1;27831.51
500000.00;24;1.08;1;67556.82
600000.00;51;0.58;0;17400.00
262500.00;29;5.50;1;61139.99
349875.00;33;5.42;2;29914.43
50000.00;49;21.00;1;39052.96
267758.00;62;10.50;0;28054.21
843750.00;40;22.75;1;37213.53
338569.00;37;4.00;2;47072.68
1000000.00;38;10.00;1;33477.96
330000.00;48;28.00;0;19333.99
500000.00;57;16.00;0;46428.03
450000.00;39;13.00;1;22545.36
394819.00;45;20.00;0;33809.67
200000.00;28;1.25;2;51464.88
300000.00;45;0.58;1;12584.45
565257.00;47;18.00;0;33533.77
203000.00;32;11.17;1;48147.31
500000.00;58;3.00;0;22872.92
562500.00;42;3.00;0;16521.13
102500.00;41;15.67;0;25351.40
550000.00;32;0.92;1;60078.61
30000.00;30;5.25;0;42603.47
822500.00;39;1.50;1;39014.16
350000.00;25;0.42;0;16007.83
506250.00;27;0.58;0;38918.00
1000000.00;35;8.00;2;61142.67
698137.70;53;7.00;0;21916.48
450000.00;36;0.25;2;20077.89
503000.00;39;12.00;1;53049.95
50000.00;56;5.00;0;30063.16
225000.00;27;0.50;0;14071.59
228572.00;35;16.00;1;17307.14
200000.00;38;6.33;2;98406.71
247500.00;34;1.33;1;39618.60
228572.00;42;22.00;2;74322.74
342053.77;35;1.58;1;46746.71
75023.00;45;10.00;1;60837.15
400000.00;51;30.08;0;26819.94
250000.00;40;13.00;1;42198.47
1000000.00;40;7.00;1;65496.58
551045.00;27;0.92;0;36411.98
330000.00;43;1.50;0;47297.93
1000000.00;43;12.00;1;20684.37
455625.00;41;5.83;1;38280.00
600000.00;57;5.67;0;34526.27
148500.00;41;2.00;1;21481.00
770000.00;47;12.00;1;37696.86
270000.00;41;20.00;2;45699.09
120000.00;28;6.50;0;36134.35
593000.00;53;22.58;0;36395.80
168750.00;42;3.00;0;30450.00
400000.00;54;3.08;0;33607.34
350000.00;33;14.42;1;16259.65
600000.00;44;23.00;0;37153.83
717000.00;54;15.00;0;31907.00
800000.00;42;15.67;2;170371.29
150000.00;31;4.00;0;52984.46
531450.00;32;5.00;3;34227.61
92438.00;44;2.00;1;19577.90
285901.64;28;5.00;0;36230.91
500000.00;36;15.58;2;32324.98
200000.00;28;2.17;1;29270.23
1057500.00;29;2.00;0;31584.01
497143.00;34;0.42;0;35469.14
165622.96;55;15.75;0;16523.17
540500.00;25;1.83;1;31526.58
700000.00;46;25.00;1;24884.24
75440.00;30;5.50;2;50526.82
325725.00;47;7.00;0;37000.00
600000.00;51;20.00;1;16985.78
60000.00;22;0.58;0;14449.43
53334.00;22;0.67;2;24000.00
360000.00;35;4.08;1;71061.00
89870.00;63;2.50;0;12178.46
475800.00;43;5.92;0;45211.00
53750.00;34;3.00;1;21067.50
510000.00;38;3.33;0;38166.38
500000.00;58;7.00;0;42679.95
299250.00;45;0.33;0;22600.06
52500.00;31;1.17;0;15963.33
235000.00;35;3.83;0;26857.14
1125000.00;38;0.75;2;95380.06
200000.00;45;6.92;0;46258.58
787500.00;37;12.50;3;102976.74
562500.00;54;12.00;0;34154.66
86099.00;37;4.00;1;23514.65
129838.00;56;3.00;1;28666.10
200000.00;46;2.50;0;25774.59
500000.00;50;3.00;1;33741.79
624375.00;43;12.00;0;29646.50
64500.00;60;3.42;0;14325.93
500000.00;34;5.25;1;32190.00
697200.00;30;3.00;0;66003.40
510000.00;21;2.92;0;57985.20
550000.00;44;0.83;0;17038.90
571429.00;36;5.83;2;45405.46
80000.00;40;9.00;2;31424.12
203000.00;37;0.58;2;32000.00
225000.00;46;7.08;0;11191.72
299116.26;43;1.42;1;42812.11
157500.00;25;1.08;0;42822.18
860000.00;47;6.00;0;83548.00
762188.00;53;1.42;1;47850.00
1000000.00;45;12.00;0;125183.00
860000.00;26;0.50;2;31577.50
499875.00;40;2.00;2;71928.68
281250.00;42;23.00;0;27528.78
1100000.00;27;1.08;0;44258.74
700000.00;53;7.00;0;24815.66
452950.00;40;11.25;1;36340.78
470000.00;37;1.67;1;55289.00
745538.00;31;9.25;0;50036.00
562500.00;32;12.33;3;23504.95
562500.00;30;0.67;0;22883.10
457969.63;51;1.00;0;50000.00
250000.00;31;10.25;2;79580.26
121800.00;47;7.00;1;30418.98
50000.00;38;16.00;2;27846.93
108109.00;31;3.50;2;21879.43
900000.00;40;7.83;3;73102.55
450000.00;54;26.00;0;53858.69
300000.00;21;2.00;0;17960.38
600000.00;26;4.00;0;35658.83
185267.97;45;2.00;0;21750.00
31000.00;36;9.50;1;21346.96
213000.00;33;3.75;1;33016.00
691621.80;34;0.67;0;16022.00
500000.00;57;23.00;0;34631.13
337500.00;52;14.00;0;68709.09
152650.00;37;10.00;3;68503.33
200000.00;28;4.17;0;70593.00
50000.00;27;2.58;0;22577.90
346797.00;39;8.25;0;24836.24
822853.44;47;24.00;1;37942.15
350000.00;29;6.42;1;37525.10
450000.00;27;2.83;0;68417.77
856568.00;50;31.67;0;17389.81
200000.00;29;0.67;2;30309.35
129469.99;58;28.00;0;8360.51
540134.00;41;7.83;0;73240.05
344000.00;25;2.00;0;57064.38
160073.00;23;1.50;0;28897.58
821250.00;50;13.00;0;35267.00
225000.00;23;3.08;0;25288.21
855000.00;53;10.00;0;20905.25
105000.00;25;1.00;0;53962.64
600000.00;32;2.00;2;10444.32
309375.00;30;1.50;2;55952.54
538521.37;34;7.50;1;108539.96
500000.00;28;6.42;0;142949.36
281250.00;34;9.00;2;38685.36
180000.00;39;2.00;2;36034.00
200000.00;40;3.50;3;27700.96
168750.00;54;6.00;0;18139.46
268750.00;29;2.00;1;57906.84
500000.00;52;20.00;0;49266.13
500000.00;30;1.83;1;82309.26
210000.00;45;17.17;0;37242.48
550000.00;30;10.00;0;20757.00
550000.00;33;10.00;0;62390.00
650000.00;30;6.00;1;72788.92
350000.00;28;0.58;2;26513.59
322500.00;21;1.50;0;25317.62
555000.00;33;3.17;1;82690.00
288700.00;48;8.00;0;19331.84
131467.00;22;1.25;0;23107.28
128554.19;25;1.00;0;29497.55
215000.00;22;1.67;0;17032.00
146025.00;30;1.25;1;22189.13
300202.02;26;3.00;1;34003.17
200000.00;29;7.00;0;67109.89
227757.00;21;1.00;0;14945.07
562500.00;49;0.75;0;46459.47
495000.00;49;28.17;0;29273.27
1000000.00;53;0.67;0;48120.00
172500.00;27;0.83;1;22098.00
280000.00;55;25.00;0;40948.39
1000000.00;37;10.00;1;180348.84
314600.00;32;12.00;2;28461.34
150000.00;52;21.00;0;53167.00
576000.00;45;8.17;1;23011.14
137143.00;44;4.08;1;30712.36
150000.00;44;25.00;1;29829.31
286800.00;32;13.00;1;40086.86
322500.00;23;2.58;0;23326.94
161250.00;21;1.25;0;35704.79
685715.00;23;1.67;0;22853.64
103735.00;26;1.50;0;28051.31
100000.00;46;27.00;0;37384.63
72450.00;23;5.00;0;23724.11
500000.00;25;1.58;0;48520.92
172973.00;51;22.67;1;21459.22
528542.00;51;30.00;0;41733.69
171429.00;48;28.00;0;12062.11
164836.00;31;7.00;2;19742.33
99671.00;44;19.00;0;25497.81
30550.00;25;3.00;0;45056.64
475159.00;57;5.50;0;27273.89
402800.00;46;7.00;1;30503.34
333334.00;57;33.00;0;53798.00
163190.00;25;1.50;0;22956.81
93361.00;25;1.00;0;20553.73
500000.00;47;5.00;1;95526.96
500000.00;34;15.00;1;38764.55
62595.00;37;5.50;2;26922.54
342858.00;31;4.00;2;53414.00
457143.00;39;10.00;1;21022.97
50000.00;35;6.50;0;23134.30
250000.00;27;2.42;0;26496.71
500000.00;54;30.00;0;25523.11
999945.00;39;1.17;1;202694.82
650000.00;39;17.00;0;34730.79
900000.00;46;24.58;1;82051.70
262858.00;29;0.75;0;44853.40
451069.00;48;4.42;0;27296.52
52855.00;32;5.50;1;42211.04
551250.00;42;4.00;0;64434.27
543400.00;53;10.00;0;23620.98
63000.00;44;17.33;0;41753.92
942820.00;35;12.00;1;38508.12
153847.00;34;7.00;3;36387.44
500000.00;35;11.33;1;97356.06
50000.00;22;0.58;0;22668.51
153519.00;58;4.17;0;43177.50
162163.00;47;6.83;0;30600.87
425000.00;33;8.00;0;75848.40
250000.00;52;27.83;1;30687.41
500000.00;56;10.00;0;21823.60
587500.00;38;5.00;1;26100.00
450000.00;54;1.75;0;12361.86
500000.00;43;2.25;0;53470.98
378379.00;27;1.00;0;36416.60
205715.00;47;1.67;0;26902.11
228572.00;22;2.42;0;17079.74
526316.00;62;9.00;0;40842.00
70000.00;36;4.58;2;42953.60
562500.00;39;0.92;1;55242.81
500000.00;34;12.00;2;81960.09
437509.67;54;34.50;0;18484.34
110134.00;33;11.00;2;39197.22
168750.00;54;12.50;0;26877.06
550000.00;53;30.00;0;283994.33
61539.00;51;23.00;0;27070.04
450000.00;45;28.00;0;22585.82
404572.00;40;15.17;0;43320.58
68572.00;21;2.00;0;15643.93
500000.00;39;4.00;1;42147.27
150000.00;54;20.00;0;9777.80
177000.00;56;3.00;0;13469.53
105264.00;28;9.00;2;22262.60
162163.00;56;3.75;0;22967.06
800000.00;42;1.00;1;38062.79
60000.00;23;1.00;0;23790.87
750000.00;51;3.67;0;47208.16
41559.00;28;0.42;0;29925.98
499429.00;40;4.17;0;24463.05
550000.00;37;5.00;2;26100.00
1200000.00;29;6.00;0;49228.33
450000.00;47;3.00;0;44051.00
153750.00;56;34.00;1;38507.14
400000.00;38;0.67;1;27096.43
337500.00;33;2.00;2;39411.00
500000.00;31;8.83;0;29984.23
372750.00;34;4.00;1;54417.77
500000.00;49;0.92;0;34725.61
150000.00;32;8.50;2;17059.68
322500.00;27;1.50;0;83671.83
300000.00;28;1.00;0;16186.70
225750.00;27;2.00;1;67593.40
457143.00;28;2.67;1;34653.31
500000.00;44;9.00;1;71946.54
500000.00;26;1.00;0;27312.33
112500.00;28;4.58;0;27014.06
530165.00;49;20.00;0;30988.32
100000.00;31;4.00;1;39375.99
525079.27;46;21.00;1;83600.00
563625.00;53;32.00;0;27733.63
174229.00;55;2.92;0;12561.37
103735.00;52;7.00;0;12061.35
230647.68;45;16.00;1;27528.35
533996.00;26;0.50;0;20876.69
200000.00;21;0.58;0;22439.87
350000.00;51;2.75;0;15635.04
600000.00;27;0.83;0;33602.44
117658.00;46;26.00;0;27993.33
500000.00;32;11.00;0;45240.00
600000.00;45;5.00;0;66749.65
800000.00;36;2.00;1;80955.73
514286.00;29;7.25;1;52972.00
1000000.00;33;6.00;1;117080.48
337500.00;22;2.42;0;22820.56
171485.32;54;26.00;0;27757.22
531892.00;39;4.00;2;43970.84
105264.00;23;2.92;1;31721.85
500000.00;25;2.42;0;49683.38
400000.00;32;12.00;0;37648.54
300000.00;46;2.33;1;29248.53
350000.00;47;20.00;1;21650.96
500000.00;26;7.00;0;54076.82
101695.00;64;39.00;0;32797.70
300000.00;44;1.25;1;33699.41
457143.00;37;13.00;2;57805.67
108109.00;22;0.83;0;16305.12
1142858.00;39;1.33;2;104400.00
482700.00;53;2.00;0;34800.00
301269.00;30;3.50;1;28183.43
500000.00;36;0.83;1;225303.87
112583.00;45;7.67;1;18850.00
500000.00;34;6.17;0;42874.13
350000.00;34;0.67;2;52200.00
384616.00;49;19.00;0;33240.77
200000.00;29;1.00;1;25375.00
50000.00;38;13.00;2;34258.42
538794.00;54;14.00;0;28389.47
350000.00;48;4.00;0;35670.00
211417.00;38;5.92;2;32318.87
200000.00;24;2.42;0;17293.78
150000.00;42;3.58;0;15854.18
219781.00;22;0.83;0;14712.53
881500.00;30;1.08;1;63592.14
132181.00;38;2.42;1;54253.83
528542.00;45;25.00;1;60038.06
278022.00;21;0.58;0;16796.80
50839.00;25;2.00;0;32879.33
150950.00;26;0.58;0;20884.16
101678.00;29;6.00;0;40580.55
349945.00;60;2.17;0;28194.57
350000.00;29;1.00;1;34305.31
